YEAR,STATE,ENERGY SOURCE,NON CLEAN SOURCE,CLEAN SOURCE,GENERATION (Megawatthours)
1996,DE,Coal,8821528,0,8821528
1996,DE,Natural Gas,5433626,0,5433626
1996,DE,Other Gases,315590,0,315590
1996,DE,Petroleum,3138154,0,3138154
1996,DE,Total,0,17708898,17708898
1996,FL,Coal,141713578,0,141713578
1996,FL,Hydroelectric Conventional,0,431120,431120
1996,FL,Natural Gas,78469370,0,78469370
1996,FL,Nuclear,0,50940582,50940582
1996,FL,Other,4089882,0,4089882
1996,FL,Other Biomass,6862326,0,6862326
1996,FL,Other Gases,58612,0,58612
1996,FL,Petroleum,46769026,0,46769026
1996,FL,Total,0,334169872,334169872
1996,FL,Wood and Wood Derived Fuels,4835376,0,4835376
1996,GA,Coal,128471932,0,128471932
1996,GA,Hydroelectric Conventional,0,9357920,9357920
1996,GA,Natural Gas,2037956,0,2037956
1996,GA,Nuclear,0,59850002,59850002
1996,GA,Other Biomass,203542,0,203542
1996,GA,Other Gases,248,0,248
1996,GA,Petroleum,2051776,0,2051776
1996,GA,Pumped Storage,0,620204,620204
1996,GA,Total,0,208640082,208640082
1996,GA,Wood and Wood Derived Fuels,6046502,0,6046502
1996,HI,Coal,3286206,0,3286206
1996,HI,Geothermal,483970,0,483970
1996,HI,Hydroelectric Conventional,0,208064,208064
1996,HI,Other Biomass,1183530,0,1183530
1996,HI,Other Gases,120730,0,120730
1996,HI,Petroleum,15926234,0,15926234
1996,HI,Total,0,21255788,21255788
1996,HI,Wind,0,45056,45056
1996,HI,Wood and Wood Derived Fuels,1998,0,1998
1996,IA,Coal,58685900,0,58685900
1996,IA,Hydroelectric Conventional,0,1870666,1870666
1996,IA,Natural Gas,698934,0,698934
1996,IA,Nuclear,0,7847262,7847262
1996,IA,Other Biomass,137520,0,137520
1996,IA,Petroleum,134810,0,134810
1996,IA,Total,0,69377230,69377230
1996,IA,Wind,0,216,216
1996,IA,Wood and Wood Derived Fuels,1922,0,1922
1996,ID,Coal,60124,0,60124
1996,ID,Hydroelectric Conventional,0,26566496,26566496
1996,ID,Natural Gas,335700,0,335700
1996,ID,Other,191208,0,191208
1996,ID,Other Biomass,7366,0,7366
1996,ID,Petroleum,2568,0,2568
1996,ID,Total,0,28179616,28179616
1996,ID,Wood and Wood Derived Fuels,1016154,0,1016154
1996,IL,Coal,146696150,0,146696150
1996,IL,Hydroelectric Conventional,0,211178,211178
1996,IL,Natural Gas,5627536,0,5627536
1996,IL,Nuclear,0,139548712,139548712
1996,IL,Other Biomass,918828,0,918828
1996,IL,Other Gases,798986,0,798986
1996,IL,Petroleum,1659526,0,1659526
1996,IL,Total,0,295466058,295466058
1996,IL,Wood and Wood Derived Fuels,5142,0,5142
1996,IN,Coal,210898050,0,210898050
1996,IN,Hydroelectric Conventional,0,896728,896728
1996,IN,Natural Gas,2492350,0,2492350
1996,IN,Other Biomass,208292,0,208292
1996,IN,Other Gases,4106724,0,4106724
1996,IN,Petroleum,1202060,0,1202060
1996,IN,Total,0,219804204,219804204
1996,KS,Coal,59485444,0,59485444
1996,KS,Hydroelectric Conventional,0,21938,21938
1996,KS,Natural Gas,3648206,0,3648206
1996,KS,Nuclear,0,16409736,16409736
1996,KS,Petroleum,318988,0,318988
1996,KS,Total,0,79884312,79884312
1996,KY,Coal,169319636,0,169319636
1996,KY,Hydroelectric Conventional,0,6993978,6993978
1996,KY,Natural Gas,291960,0,291960
1996,KY,Petroleum,270874,0,270874
1996,KY,Total,0,176894992,176894992
1996,KY,Wood and Wood Derived Fuels,18544,0,18544
1996,LA,Coal,37402068,0,37402068
1996,LA,Hydroelectric Conventional,0,1927848,1927848
1996,LA,Natural Gas,73129550,0,73129550
1996,LA,Nuclear,0,31529646,31529646
1996,LA,Other,587084,0,587084
1996,LA,Other Biomass,192078,0,192078
1996,LA,Other Gases,1689176,0,1689176
1996,LA,Petroleum,3406896,0,3406896
1996,LA,Total,0,155479792,155479792
1996,LA,Wood and Wood Derived Fuels,5615446,0,5615446
1996,MA,Coal,23161542,0,23161542
1996,MA,Hydroelectric Conventional,0,2377250,2377250
1996,MA,Natural Gas,23859016,0,23859016
1996,MA,Nuclear,0,10648682,10648682
1996,MA,Other,22,0,22
1996,MA,Other Biomass,3867932,0,3867932
1996,MA,Petroleum,13033766,0,13033766
1996,MA,Pumped Storage,0,-1315934,-1315934
1996,MA,Total,0,75908040,75908040
1996,MA,Wind,0,0,0
1996,MA,Wood and Wood Derived Fuels,275764,0,275764
1996,MD,Coal,55984010,0,55984010
1996,MD,Hydroelectric Conventional,0,4914926,4914926
1996,MD,Natural Gas,1975254,0,1975254
1996,MD,Nuclear,0,24185536,24185536
1996,MD,Other Biomass,1131676,0,1131676
1996,MD,Other Gases,1078670,0,1078670
1996,MD,Petroleum,2944054,0,2944054
1996,MD,Total,0,92549234,92549234
1996,MD,Wood and Wood Derived Fuels,335108,0,335108
1996,ME,Coal,1019044,0,1019044
1996,ME,Hydroelectric Conventional,0,8314788,8314788
1996,ME,Natural Gas,6460,0,6460
1996,ME,Nuclear,0,10124034,10124034
1996,ME,Other,2,0,2
1996,ME,Other Biomass,1122898,0,1122898
1996,ME,Other Gases,11082,0,11082
1996,ME,Petroleum,3321708,0,3321708
1996,ME,Total,0,29868746,29868746
1996,ME,Wood and Wood Derived Fuels,5948730,0,5948730
1996,MI,Coal,135744304,0,135744304
1996,MI,Hydroelectric Conventional,0,3567062,3567062
1996,MI,Natural Gas,26029232,0,26029232
1996,MI,Nuclear,0,53658726,53658726
1996,MI,Other,30164,0,30164
1996,MI,Other Biomass,1815096,0,1815096
1996,MI,Other Gases,476832,0,476832
1996,MI,Petroleum,1665498,0,1665498
1996,MI,Pumped Storage,0,-1640672,-1640672
1996,MI,Total,0,225036618,225036618
1996,MI,Wood and Wood Derived Fuels,3690376,0,3690376
1996,MN,Coal,56845208,0,56845208
1996,MN,Hydroelectric Conventional,0,2374228,2374228
1996,MN,Natural Gas,1573340,0,1573340
1996,MN,Nuclear,0,24190244,24190244
1996,MN,Other Biomass,1395370,0,1395370
1996,MN,Petroleum,1303488,0,1303488
1996,MN,Total,0,88656878,88656878
1996,MN,Wind,0,99876,99876
1996,MN,Wood and Wood Derived Fuels,875124,0,875124
1996,MO,Coal,114836504,0,114836504
1996,MO,Hydroelectric Conventional,0,2627476,2627476
1996,MO,Natural Gas,856330,0,856330
1996,MO,Nuclear,0,17780754,17780754
1996,MO,Other Biomass,71628,0,71628
1996,MO,Petroleum,222414,0,222414
1996,MO,Pumped Storage,0,-150050,-150050
1996,MO,Total,0,136245056,136245056
1996,MS,Coal,24117790,0,24117790
1996,MS,Natural Gas,14350410,0,14350410
1996,MS,Nuclear,0,18449186,18449186
1996,MS,Other Biomass,3838,0,3838
1996,MS,Petroleum,2389858,0,2389858
1996,MS,Total,0,62554564,62554564
1996,MS,Wood and Wood Derived Fuels,3243482,0,3243482
1996,MT,Coal,24925012,0,24925012
1996,MT,Hydroelectric Conventional,0,27589862,27589862
1996,MT,Natural Gas,110498,0,110498
1996,MT,Other Gases,54132,0,54132
1996,MT,Petroleum,889896,0,889896
1996,MT,Total,0,53674850,53674850
1996,MT,Wood and Wood Derived Fuels,105450,0,105450
1996,NC,Coal,138662696,0,138662696
1996,NC,Hydroelectric Conventional,0,11904354,11904354
1996,NC,Natural Gas,940276,0,940276
1996,NC,Nuclear,0,67436364,67436364
1996,NC,Other,498820,0,498820
1996,NC,Other Biomass,111814,0,111814
1996,NC,Petroleum,1095662,0,1095662
1996,NC,Pumped Storage,0,680812,680812
1996,NC,Total,0,224395482,224395482
1996,NC,Wood and Wood Derived Fuels,3064684,0,3064684
1996,ND,Coal,55206792,0,55206792
1996,ND,Hydroelectric Conventional,0,6301746,6301746
1996,ND,Natural Gas,702,0,702
1996,ND,Other Biomass,15758,0,15758
1996,ND,Other Gases,87940,0,87940
1996,ND,Petroleum,204042,0,204042
1996,ND,Total,0,61816980,61816980
1996,NE,Coal,32134004,0,32134004
1996,NE,Hydroelectric Conventional,0,3203838,3203838
1996,NE,Natural Gas,387734,0,387734
1996,NE,Nuclear,0,18913628,18913628
1996,NE,Other Biomass,23068,0,23068
1996,NE,Petroleum,39946,0,39946
1996,NE,Total,0,54702218,54702218
1996,NH,Coal,6619390,0,6619390
1996,NH,Hydroelectric Conventional,0,3838410,3838410
1996,NH,Natural Gas,4198,0,4198
1996,NH,Nuclear,0,19689488,19689488
1996,NH,Other Biomass,362794,0,362794
1996,NH,Petroleum,1791488,0,1791488
1996,NH,Total,0,34127298,34127298
1996,NH,Wood and Wood Derived Fuels,1821530,0,1821530
1996,NJ,Coal,15663388,0,15663388
1996,NJ,Hydroelectric Conventional,0,38066,38066
1996,NJ,Natural Gas,33068966,0,33068966
1996,NJ,Nuclear,0,22055772,22055772
1996,NJ,Other Biomass,2026470,0,2026470
1996,NJ,Other Gases,326748,0,326748
1996,NJ,Petroleum,2482222,0,2482222
1996,NJ,Pumped Storage,0,-228466,-228466
1996,NJ,Total,0,75433166,75433166
1996,NM,Coal,52714358,0,52714358
1996,NM,Hydroelectric Conventional,0,422998,422998
1996,NM,Natural Gas,7110682,0,7110682
1996,NM,Other Biomass,19748,0,19748
1996,NM,Petroleum,54794,0,54794
1996,NM,Total,0,60322580,60322580
1996,NV,Coal,29313736,0,29313736
1996,NV,Geothermal,3109366,0,3109366
1996,NV,Hydroelectric Conventional,0,4328934,4328934
1996,NV,Natural Gas,14166512,0,14166512
1996,NV,Other,50308,0,50308
1996,NV,Petroleum,191960,0,191960
1996,NV,Total,0,51160816,51160816
1996,NY,Coal,45343578,0,45343578
1996,NY,Hydroelectric Conventional,0,57902500,57902500
1996,NY,Natural Gas,74898756,0,74898756
1996,NY,Nuclear,0,70451612,70451612
1996,NY,Other Biomass,4288976,0,4288976
1996,NY,Other Gases,211414,0,211414
1996,NY,Petroleum,19433196,0,19433196
1996,NY,Pumped Storage,0,-2291978,-2291978
1996,NY,Total,0,271464498,271464498
1996,NY,Wood and Wood Derived Fuels,1226444,0,1226444
1996,OH,Coal,257281886,0,257281886
1996,OH,Hydroelectric Conventional,0,794708,794708
1996,OH,Natural Gas,820538,0,820538
1996,OH,Nuclear,0,27838780,27838780
1996,OH,Other Biomass,11658,0,11658
1996,OH,Other Gases,353030,0,353030
1996,OH,Petroleum,607744,0,607744
1996,OH,Total,0,288874428,288874428
1996,OH,Wood and Wood Derived Fuels,1166084,0,1166084
1996,OK,Coal,69309062,0,69309062
1996,OK,Hydroelectric Conventional,0,4315550,4315550
1996,OK,Natural Gas,29343372,0,29343372
1996,OK,Other Biomass,3576,0,3576
1996,OK,Other Gases,120846,0,120846
1996,OK,Petroleum,280412,0,280412
1996,OK,Pumped Storage,0,-159188,-159188
1996,OK,Total,0,103699240,103699240
1996,OK,Wood and Wood Derived Fuels,485610,0,485610
1996,OR,Coal,3490348,0,3490348
1996,OR,Hydroelectric Conventional,0,89812916,89812916
1996,OR,Natural Gas,7621454,0,7621454
1996,OR,Other Biomass,127028,0,127028
1996,OR,Petroleum,15914,0,15914
1996,OR,Total,0,102023548,102023548
1996,OR,Wood and Wood Derived Fuels,955888,0,955888
1996,PA,Coal,222399412,0,222399412
1996,PA,Hydroelectric Conventional,0,6024156,6024156
1996,PA,Natural Gas,6186204,0,6186204
1996,PA,Nuclear,0,137344076,137344076
1996,PA,Other,106936,0,106936
1996,PA,Other Biomass,3498426,0,3498426
1996,PA,Other Gases,1496426,0,1496426
1996,PA,Petroleum,7182004,0,7182004
1996,PA,Pumped Storage,0,-1845036,-1845036
1996,PA,Total,0,383745246,383745246
1996,PA,Wood and Wood Derived Fuels,1352642,0,1352642
1996,RI,Coal,0,0,0
1996,RI,Hydroelectric Conventional,0,20734,20734
1996,RI,Natural Gas,14955730,0,14955730
1996,RI,Other Biomass,188482,0,188482
1996,RI,Petroleum,275126,0,275126
1996,RI,Total,0,15440072,15440072
1996,SC,Coal,61726632,0,61726632
1996,SC,Hydroelectric Conventional,0,6082128,6082128
1996,SC,Natural Gas,392652,0,392652
1996,SC,Nuclear,0,87142064,87142064
1996,SC,Other,7006,0,7006
1996,SC,Other Biomass,155668,0,155668
1996,SC,Other Gases,37066,0,37066
1996,SC,Petroleum,558414,0,558414
1996,SC,Pumped Storage,0,-1509964,-1509964
1996,SC,Total,0,157537104,157537104
1996,SC,Wood and Wood Derived Fuels,2945438,0,2945438
1996,SD,Coal,4059802,0,4059802
1996,SD,Hydroelectric Conventional,0,15955340,15955340
1996,SD,Natural Gas,99456,0,99456
1996,SD,Petroleum,17950,0,17950
1996,SD,Total,0,20132548,20132548
1996,TN,Coal,114359208,0,114359208
1996,TN,Hydroelectric Conventional,0,22933966,22933966
1996,TN,Natural Gas,500004,0,500004
1996,TN,Nuclear,0,45848478,45848478
1996,TN,Other,254946,0,254946
1996,TN,Other Biomass,120074,0,120074
1996,TN,Other Gases,29658,0,29658
1996,TN,Petroleum,520162,0,520162
1996,TN,Pumped Storage,0,-1356934,-1356934
1996,TN,Total,0,184244736,184244736
1996,TN,Wood and Wood Derived Fuels,1035174,0,1035174
1996,TX,Coal,271698216,0,271698216
1996,TX,Hydroelectric Conventional,0,1919684,1919684
1996,TX,Natural Gas,296066032,0,296066032
1996,TX,Nuclear,0,71533100,71533100
1996,TX,Other,1145016,0,1145016
1996,TX,Other Biomass,165464,0,165464
1996,TX,Other Gases,8817708,0,8817708
1996,TX,Petroleum,3823720,0,3823720
1996,TX,Solar Thermal and Photovoltaic,0,520,520
1996,TX,Total,0,657897866,657897866
1996,TX,Wind,0,165144,165144
1996,TX,Wood and Wood Derived Fuels,2563262,0,2563262
1996,UT,Coal,62201682,0,62201682
1996,UT,Geothermal,383824,0,383824
1996,UT,Hydroelectric Conventional,0,2097914,2097914
1996,UT,Natural Gas,647828,0,647828
1996,UT,Other Gases,477634,0,477634
1996,UT,Petroleum,94840,0,94840
1996,UT,Pumped Storage,0,0,0
1996,UT,Total,0,65903722,65903722
1996,VA,Coal,64963694,0,64963694
1996,VA,Hydroelectric Conventional,0,2857004,2857004
1996,VA,Natural Gas,7865494,0,7865494
1996,VA,Nuclear,0,52572566,52572566
1996,VA,Other Biomass,1801976,0,1801976
1996,VA,Other Gases,138,0,138
1996,VA,Petroleum,2550494,0,2550494
1996,VA,Pumped Storage,0,-1659206,-1659206
1996,VA,Solar Thermal and Photovoltaic,0,0,0
1996,VA,Total,0,133790254,133790254
1996,VA,Wood and Wood Derived Fuels,2838094,0,2838094
1996,VT,Hydroelectric Conventional,0,2462768,2462768
1996,VT,Natural Gas,194,0,194
1996,VT,Nuclear,0,7597580,7597580
1996,VT,Petroleum,7514,0,7514
1996,VT,Total,0,10700238,10700238
1996,VT,Wind,0,0,0
1996,VT,Wood and Wood Derived Fuels,632182,0,632182
1996,WA,Coal,16134254,0,16134254
1996,WA,Hydroelectric Conventional,0,197035710,197035710
1996,WA,Natural Gas,9414534,0,9414534
1996,WA,Nuclear,0,11176000,11176000
1996,WA,Other,3904,0,3904
1996,WA,Other Biomass,334738,0,334738
1996,WA,Other Gases,600442,0,600442
1996,WA,Petroleum,374472,0,374472
1996,WA,Pumped Storage,0,0,0
1996,WA,Total,0,237316264,237316264
1996,WA,Wood and Wood Derived Fuels,2242210,0,2242210
1996,WI,Coal,78539608,0,78539608
1996,WI,Hydroelectric Conventional,0,5392028,5392028
1996,WI,Natural Gas,1683724,0,1683724
1996,WI,Nuclear,0,20242710,20242710
1996,WI,Other,890,0,890
1996,WI,Other Biomass,510042,0,510042
1996,WI,Petroleum,727534,0,727534
1996,WI,Total,0,108835474,108835474
1996,WI,Wood and Wood Derived Fuels,1738938,0,1738938
1996,WV,Coal,170438012,0,170438012
1996,WV,Hydroelectric Conventional,0,2850070,2850070
1996,WV,Natural Gas,362198,0,362198
1996,WV,Other,432,0,432
1996,WV,Other Gases,374844,0,374844
1996,WV,Petroleum,463220,0,463220
1996,WV,Total,0,174488776,174488776
1996,WY,Coal,79460440,0,79460440
1996,WY,Hydroelectric Conventional,0,2463594,2463594
1996,WY,Natural Gas,755874,0,755874
1996,WY,Other,119382,0,119382
1996,WY,Other Gases,18860,0,18860
1996,WY,Petroleum,125842,0,125842
1996,WY,Total,0,82943992,82943992
1997,AK,Coal,885404,0,885404
1997,AK,Hydroelectric Conventional,0,2197906,2197906
1997,AK,Natural Gas,7415468,0,7415468
1997,AK,Other Biomass,10806,0,10806
1997,AK,Petroleum,1715778,0,1715778
1997,AK,Total,0,12309694,12309694
1997,AK,Wind,0,0,0
1997,AK,Wood and Wood Derived Fuels,84332,0,84332
1997,AL,Coal,144206636,0,144206636
1997,AL,Hydroelectric Conventional,0,23041274,23041274
1997,AL,Natural Gas,4219236,0,4219236
1997,AL,Nuclear,0,59145340,59145340
1997,AL,Other,740776,0,740776
1997,AL,Other Biomass,47186,0,47186
1997,AL,Other Gases,567756,0,567756
1997,AL,Petroleum,474830,0,474830
1997,AL,Total,0,239084664,239084664
1997,AL,Wood and Wood Derived Fuels,6641630,0,6641630
1997,AR,Coal,45620740,0,45620740
1997,AR,Hydroelectric Conventional,0,7031408,7031408
1997,AR,Natural Gas,5997968,0,5997968
1997,AR,Nuclear,0,28416314,28416314
1997,AR,Other Biomass,21626,0,21626
1997,AR,Other Gases,530,0,530
1997,AR,Petroleum,147806,0,147806
1997,AR,Pumped Storage,0,0,0
1997,AR,Total,0,90387200,90387200
1997,AR,Wood and Wood Derived Fuels,3150808,0,3150808
1997,AZ,Coal,68957696,0,68957696
1997,AZ,Hydroelectric Conventional,0,24098786,24098786
1997,AZ,Natural Gas,4967620,0,4967620
1997,AZ,Nuclear,0,58628400,58628400
1997,AZ,Petroleum,131362,0,131362
1997,AZ,Pumped Storage,0,704196,704196
1997,AZ,Solar Thermal and Photovoltaic,0,0,0
1997,AZ,Total,0,157650400,157650400
1997,AZ,Wood and Wood Derived Fuels,162340,0,162340
1997,CA,Coal,4663940,0,4663940
1997,CA,Geothermal,25432386,0,25432386
1997,CA,Hydroelectric Conventional,0,82109092,82109092
1997,CA,Natural Gas,142004128,0,142004128
1997,CA,Nuclear,0,61024236,61024236
1997,CA,Other,43360,0,43360
1997,CA,Other Biomass,4642610,0,4642610
1997,CA,Other Gases,5968554,0,5968554
1997,CA,Petroleum,4184384,0,4184384
1997,CA,Pumped Storage,0,2027808,2027808
1997,CA,Solar Thermal and Photovoltaic,0,1021912,1021912
1997,CA,Total,0,345595190,345595190
1997,CA,Wind,0,6273756,6273756
1997,CA,Wood and Wood Derived Fuels,6199024,0,6199024
1997,CO,Coal,64506040,0,64506040
1997,CO,Hydroelectric Conventional,0,4063622,4063622
1997,CO,Natural Gas,6544344,0,6544344
1997,CO,Other Biomass,65116,0,65116
1997,CO,Petroleum,30970,0,30970
1997,CO,Pumped Storage,0,75030,75030
1997,CO,Total,0,75285122,75285122
1997,CT,Coal,8318288,0,8318288
1997,CT,Hydroelectric Conventional,0,893390,893390
1997,CT,Natural Gas,5190728,0,5190728
1997,CT,Nuclear,0,-249444,-249444
1997,CT,Other,0,0,0
1997,CT,Other Biomass,4192998,0,4192998
1997,CT,Other Gases,102,0,102
1997,CT,Petroleum,17017418,0,17017418
1997,CT,Pumped Storage,0,-14884,-14884
1997,CT,Total,0,35348596,35348596
1997,DC,Petroleum,141322,0,141322
1997,DC,Total,0,141322,141322
1997,DE,Coal,8001168,0,8001168
1997,DE,Natural Gas,3657516,0,3657516
1997,DE,Other Gases,355584,0,355584
1997,DE,Petroleum,2431002,0,2431002
1997,DE,Total,0,14445270,14445270
1997,FL,Coal,141869010,0,141869010
1997,FL,Hydroelectric Conventional,0,482560,482560
1997,FL,Natural Gas,79751368,0,79751368
1997,FL,Nuclear,0,45935486,45935486
1997,FL,Other,4117652,0,4117652
1997,FL,Other Biomass,6611660,0,6611660
1997,FL,Other Gases,112418,0,112418
1997,FL,Petroleum,52319442,0,52319442
1997,FL,Total,0,336493986,336493986
1997,FL,Wood and Wood Derived Fuels,5294390,0,5294390
1997,GA,Coal,134351142,0,134351142
1997,GA,Hydroelectric Conventional,0,8559378,8559378
1997,GA,Natural Gas,2432216,0,2432216
1997,GA,Nuclear,0,60828988,60828988
1997,GA,Other,8388,0,8388
1997,GA,Other Biomass,122962,0,122962
1997,GA,Petroleum,1862336,0,1862336
1997,GA,Pumped Storage,0,379038,379038
1997,GA,Total,0,215251916,215251916
1997,GA,Wood and Wood Derived Fuels,6707468,0,6707468
1997,HI,Coal,3149462,0,3149462
1997,HI,Geothermal,490780,0,490780
1997,HI,Hydroelectric Conventional,0,230660,230660
1997,HI,Other Biomass,1211618,0,1211618
1997,HI,Other Gases,130766,0,130766
1997,HI,Petroleum,15378280,0,15378280
1997,HI,Total,0,20624494,20624494
1997,HI,Wind,0,32062,32062
1997,HI,Wood and Wood Derived Fuels,866,0,866
1997,IA,Coal,59666450,0,59666450
1997,IA,Hydroelectric Conventional,0,1609888,1609888
1997,IA,Natural Gas,875382,0,875382
1997,IA,Nuclear,0,8298222,8298222
1997,IA,Other Biomass,205438,0,205438
1997,IA,Petroleum,180384,0,180384
1997,IA,Total,0,70837880,70837880
1997,IA,Wind,0,236,236
1997,IA,Wood and Wood Derived Fuels,1880,0,1880
1997,ID,Coal,54924,0,54924
1997,ID,Hydroelectric Conventional,0,29351254,29351254
1997,ID,Natural Gas,625976,0,625976
1997,ID,Other,179900,0,179900
1997,ID,Other Biomass,18532,0,18532
1997,ID,Petroleum,23492,0,23492
1997,ID,Total,0,31178020,31178020
1997,ID,Wood and Wood Derived Fuels,923942,0,923942
1997,IL,Coal,156242534,0,156242534
1997,IL,Hydroelectric Conventional,0,194348,194348
1997,IL,Natural Gas,8565208,0,8565208
1997,IL,Nuclear,0,102137636,102137636
1997,IL,Other Biomass,1283082,0,1283082
1997,IL,Other Gases,722238,0,722238
1997,IL,Petroleum,1055844,0,1055844
1997,IL,Total,0,270281538,270281538
1997,IL,Wood and Wood Derived Fuels,80648,0,80648
1997,IN,Coal,220103326,0,220103326
1997,IN,Hydroelectric Conventional,0,1123186,1123186
1997,IN,Natural Gas,2466202,0,2466202
1997,IN,Other Biomass,248112,0,248112
1997,IN,Other Gases,3990694,0,3990694
1997,IN,Petroleum,1526294,0,1526294
1997,IN,Total,0,229457814,229457814
1997,KS,Coal,54471750,0,54471750
1997,KS,Hydroelectric Conventional,0,27762,27762
1997,KS,Natural Gas,4253022,0,4253022
1997,KS,Nuclear,0,16860910,16860910
1997,KS,Petroleum,221526,0,221526
1997,KS,Total,0,75834970,75834970
1997,KY,Coal,175750662,0,175750662
1997,KY,Hydroelectric Conventional,0,6760466,6760466
1997,KY,Natural Gas,353714,0,353714
1997,KY,Petroleum,251250,0,251250
1997,KY,Total,0,183144190,183144190
1997,KY,Wood and Wood Derived Fuels,28098,0,28098
1997,LA,Coal,42014242,0,42014242
1997,LA,Hydroelectric Conventional,0,2071922,2071922
1997,LA,Natural Gas,81153124,0,81153124
1997,LA,Nuclear,0,27022016,27022016
1997,LA,Other,355596,0,355596
1997,LA,Other Biomass,208848,0,208848
1997,LA,Other Gases,2176558,0,2176558
1997,LA,Petroleum,4572288,0,4572288
1997,LA,Total,0,165643286,165643286
1997,LA,Wood and Wood Derived Fuels,6068692,0,6068692
1997,MA,Coal,25052912,0,25052912
1997,MA,Hydroelectric Conventional,0,2063374,2063374
1997,MA,Natural Gas,27252340,0,27252340
1997,MA,Nuclear,0,8620862,8620862
1997,MA,Other Biomass,4023258,0,4023258
1997,MA,Petroleum,23624834,0,23624834
1997,MA,Pumped Storage,0,-976356,-976356
1997,MA,Total,0,89930656,89930656
1997,MA,Wind,0,0,0
1997,MA,Wood and Wood Derived Fuels,269432,0,269432
1997,MD,Coal,55241850,0,55241850
1997,MD,Hydroelectric Conventional,0,3176750,3176750
1997,MD,Natural Gas,2825170,0,2825170
1997,MD,Nuclear,0,26425934,26425934
1997,MD,Other Biomass,1175184,0,1175184
1997,MD,Other Gases,1128072,0,1128072
1997,MD,Petroleum,3130020,0,3130020
1997,MD,Total,0,93414792,93414792
1997,MD,Wood and Wood Derived Fuels,311812,0,311812
1997,ME,Coal,1224446,0,1224446
1997,ME,Hydroelectric Conventional,0,7295862,7295862
1997,ME,Natural Gas,6892,0,6892
1997,ME,Nuclear,0,0,0
1997,ME,Other Biomass,1075924,0,1075924
1997,ME,Other Gases,10146,0,10146
1997,ME,Petroleum,4970414,0,4970414
1997,ME,Total,0,20666812,20666812
1997,ME,Wood and Wood Derived Fuels,6083128,0,6083128
1997,MI,Coal,134889700,0,134889700
1997,MI,Hydroelectric Conventional,0,3424928,3424928
1997,MI,Natural Gas,26776624,0,26776624
1997,MI,Nuclear,0,43827616,43827616
1997,MI,Other,36244,0,36244
1997,MI,Other Biomass,1883264,0,1883264
1997,MI,Other Gases,1918,0,1918
1997,MI,Petroleum,1515306,0,1515306
1997,MI,Pumped Storage,0,-1868770,-1868770
1997,MI,Total,0,213941518,213941518
1997,MI,Wood and Wood Derived Fuels,3454688,0,3454688
1997,MN,Coal,57203410,0,57203410
1997,MN,Hydroelectric Conventional,0,2069394,2069394
1997,MN,Natural Gas,1545528,0,1545528
1997,MN,Nuclear,0,21638344,21638344
1997,MN,Other Biomass,1463102,0,1463102
1997,MN,Petroleum,1674774,0,1674774
1997,MN,Total,0,86480590,86480590
1997,MN,Wind,0,107908,107908
1997,MN,Wood and Wood Derived Fuels,778130,0,778130
1997,MO,Coal,120300560,0,120300560
1997,MO,Hydroelectric Conventional,0,3186618,3186618
1997,MO,Natural Gas,1196820,0,1196820
1997,MO,Nuclear,0,17909208,17909208
1997,MO,Other Biomass,106088,0,106088
1997,MO,Petroleum,279044,0,279044
1997,MO,Pumped Storage,0,-229968,-229968
1997,MO,Total,0,142748370,142748370
1997,MS,Coal,25093068,0,25093068
1997,MS,Natural Gas,12108254,0,12108254
1997,MS,Nuclear,0,21625124,21625124
1997,MS,Other Biomass,1964,0,1964
1997,MS,Petroleum,5288440,0,5288440
1997,MS,Total,0,67357904,67357904
1997,MS,Wood and Wood Derived Fuels,3241054,0,3241054
1997,MT,Coal,29232040,0,29232040
1997,MT,Hydroelectric Conventional,0,26812988,26812988
1997,MT,Natural Gas,97220,0,97220
1997,MT,Other Gases,61722,0,61722
1997,MT,Petroleum,873264,0,873264
1997,MT,Total,0,57173892,57173892
1997,MT,Wood and Wood Derived Fuels,96658,0,96658
1997,NC,Coal,148144082,0,148144082
1997,NC,Hydroelectric Conventional,0,11251768,11251768
1997,NC,Natural Gas,1399872,0,1399872
1997,NC,Nuclear,0,64906148,64906148
1997,NC,Other,472102,0,472102
1997,NC,Other Biomass,157142,0,157142
1997,NC,Petroleum,993018,0,993018
1997,NC,Pumped Storage,0,507610,507610
1997,NC,Total,0,230989378,230989378
1997,NC,Wood and Wood Derived Fuels,3157636,0,3157636
1997,ND,Coal,52779904,0,52779904
1997,ND,Hydroelectric Conventional,0,6639154,6639154
1997,ND,Natural Gas,782,0,782
1997,ND,Other Biomass,8278,0,8278
1997,ND,Other Gases,88634,0,88634
1997,ND,Petroleum,188454,0,188454
1997,ND,Total,0,59705206,59705206
1997,NE,Coal,34497274,0,34497274
1997,NE,Hydroelectric Conventional,0,3344838,3344838
1997,NE,Natural Gas,422602,0,422602
1997,NE,Nuclear,0,18537714,18537714
1997,NE,Other Biomass,33988,0,33988
1997,NE,Petroleum,62118,0,62118
1997,NE,Total,0,56898534,56898534
1997,NH,Coal,8154450,0,8154450
1997,NH,Hydroelectric Conventional,0,3243182,3243182
1997,NH,Natural Gas,93788,0,93788
1997,NH,Nuclear,0,15958896,15958896
1997,NH,Other Biomass,385608,0,385608
1997,NH,Petroleum,2139644,0,2139644
1997,NH,Total,0,31760446,31760446
