YEAR,STATE,ENERGY SOURCE,NON CLEAN SOURCE,CLEAN SOURCE,GENERATION (Megawatthours)
1990,AK,Coal,1021146,0,1021146
1990,AK,Hydroelectric Conventional,0,1949042,1949042
1990,AK,Natural Gas,6932522,0,6932522
1990,AK,Petroleum,994232,0,994232
1990,AK,Total,0,11199012,11199012
1990,AK,Wind,0,0,0
1990,AK,Wood and Wood Derived Fuels,302070,0,302070
1990,AL,Coal,107316230,0,107316230
1990,AL,Hydroelectric Conventional,0,20733014,20733014
1990,AL,Natural Gas,2041428,0,2041428
1990,AL,Nuclear,0,24103764,24103764
1990,AL,Other Biomass,95006,0,95006
1990,AL,Other Gases,538952,0,538952
1990,AL,Petroleum,276178,0,276178
1990,AL,Total,0,159304266,159304266
1990,AL,Wood and Wood Derived Fuels,4199694,0,4199694
1990,AR,Coal,38415870,0,38415870
1990,AR,Hydroelectric Conventional,0,7309306,7309306
1990,AR,Natural Gas,7157146,0,7157146
1990,AR,Nuclear,0,22564106,22564106
1990,AR,Other Biomass,30778,0,30778
1990,AR,Petroleum,159958,0,159958
1990,AR,Pumped Storage,0,85944,85944
1990,AR,Total,0,78199196,78199196
1990,AR,Wood and Wood Derived Fuels,2476088,0,2476088
1990,AZ,Coal,63831220,0,63831220
1990,AZ,Hydroelectric Conventional,0,14835152,14835152
1990,AZ,Natural Gas,4667800,0,4667800
1990,AZ,Nuclear,0,41195378,41195378
1990,AZ,Petroleum,303734,0,303734
1990,AZ,Pumped Storage,0,499534,499534
1990,AZ,Total,0,125548594,125548594
1990,AZ,Wood and Wood Derived Fuels,215776,0,215776
1990,CA,Coal,5275354,0,5275354
1990,CA,Geothermal,29042508,0,29042508
1990,CA,Hydroelectric Conventional,0,47585134,47585134
1990,CA,Natural Gas,148336616,0,148336616
1990,CA,Nuclear,0,65385614,65385614
1990,CA,Other,0,0,0
1990,CA,Other Biomass,4235830,0,4235830
1990,CA,Other Gases,4293484,0,4293484
1990,CA,Petroleum,10947704,0,10947704
1990,CA,Pumped Storage,0,1972504,1972504
1990,CA,Solar Thermal and Photovoltaic,0,733336,733336
1990,CA,Total,0,331569818,331569818
1990,CA,Wind,0,5517762,5517762
1990,CA,Wood and Wood Derived Fuels,8243972,0,8243972
1990,CO,Coal,59629966,0,59629966
1990,CO,Hydroelectric Conventional,0,2839740,2839740
1990,CO,Natural Gas,2580184,0,2580184
1990,CO,Other Biomass,57980,0,57980
1990,CO,Petroleum,54780,0,54780
1990,CO,Pumped Storage,0,-66396,-66396
1990,CO,Total,0,65096254,65096254
1990,CT,Coal,7189290,0,7189290
1990,CT,Hydroelectric Conventional,0,1141238,1141238
1990,CT,Natural Gas,2502958,0,2502958
1990,CT,Nuclear,0,39552500,39552500
1990,CT,Other,0,0,0
1990,CT,Other Biomass,2146620,0,2146620
1990,CT,Other Gases,8,0,8
1990,CT,Petroleum,17748932,0,17748932
1990,CT,Pumped Storage,0,12948,12948
1990,CT,Total,0,70294494,70294494
1990,DC,Coal,0,0,0
1990,DC,Petroleum,722086,0,722086
1990,DC,Total,0,722086,722086
1990,DE,Coal,10226958,0,10226958
1990,DE,Natural Gas,1526038,0,1526038
1990,DE,Other,12630,0,12630
1990,DE,Other Gases,329762,0,329762
1990,DE,Petroleum,3587612,0,3587612
1990,DE,Total,0,15683000,15683000
1990,FL,Coal,120200514,0,120200514
1990,FL,Hydroelectric Conventional,0,349208,349208
1990,FL,Natural Gas,37285366,0,37285366
1990,FL,Nuclear,0,43559120,43559120
1990,FL,Other,2906204,0,2906204
1990,FL,Other Biomass,3346156,0,3346156
1990,FL,Petroleum,51070276,0,51070276
1990,FL,Total,0,263005106,263005106
1990,FL,Wood and Wood Derived Fuels,4288262,0,4288262
1990,GA,Coal,137091384,0,137091384
1990,GA,Hydroelectric Conventional,0,9178234,9178234
1990,GA,Natural Gas,1660360,0,1660360
1990,GA,Nuclear,0,49593768,49593768
1990,GA,Other,2,0,2
1990,GA,Other Biomass,270914,0,270914
1990,GA,Petroleum,998960,0,998960
1990,GA,Pumped Storage,0,684220,684220
1990,GA,Total,0,205372480,205372480
1990,GA,Wood and Wood Derived Fuels,5894638,0,5894638
1990,HI,Coal,4762,0,4762
1990,HI,Geothermal,0,0,0
1990,HI,Hydroelectric Conventional,0,159032,159032
1990,HI,Other Biomass,1680010,0,1680010
1990,HI,Other Gases,32326,0,32326
1990,HI,Petroleum,17471724,0,17471724
1990,HI,Total,0,19405504,19405504
1990,HI,Wind,0,57650,57650
1990,IA,Coal,51503882,0,51503882
1990,IA,Hydroelectric Conventional,0,1750228,1750228
1990,IA,Natural Gas,666780,0,666780
1990,IA,Nuclear,0,6023144,6023144
1990,IA,Other Biomass,36036,0,36036
1990,IA,Petroleum,108942,0,108942
1990,IA,Total,0,60089012,60089012
1990,ID,Coal,88742,0,88742
1990,ID,Hydroelectric Conventional,0,18229980,18229980
1990,ID,Natural Gas,111428,0,111428
1990,ID,Other,130406,0,130406
1990,ID,Petroleum,1988,0,1988
1990,ID,Total,0,19382950,19382950
1990,ID,Wood and Wood Derived Fuels,820406,0,820406
1990,IL,Coal,109932036,0,109932036
1990,IL,Hydroelectric Conventional,0,287852,287852
1990,IL,Natural Gas,2839782,0,2839782
1990,IL,Nuclear,0,143774604,143774604
1990,IL,Other Biomass,309710,0,309710
1990,IL,Other Gases,763124,0,763124
1990,IL,Petroleum,877168,0,877168
1990,IL,Total,0,258784942,258784942
1990,IL,Wood and Wood Derived Fuels,666,0,666
1990,IN,Coal,193851108,0,193851108
1990,IN,Hydroelectric Conventional,0,882042,882042
1990,IN,Natural Gas,2941674,0,2941674
1990,IN,Other Biomass,74234,0,74234
1990,IN,Other Gases,3349098,0,3349098
1990,IN,Petroleum,1736076,0,1736076
1990,IN,Total,0,202834232,202834232
1990,KS,Coal,47440516,0,47440516
1990,KS,Hydroelectric Conventional,0,26468,26468
1990,KS,Natural Gas,5005614,0,5005614
1990,KS,Nuclear,0,15748974,15748974
1990,KS,Petroleum,148052,0,148052
1990,KS,Total,0,68369714,68369714
1990,KS,Wind,0,90,90
1990,KY,Coal,141000922,0,141000922
1990,KY,Hydroelectric Conventional,0,6320766,6320766
1990,KY,Natural Gas,55592,0,55592
1990,KY,Petroleum,237292,0,237292
1990,KY,Total,0,147614572,147614572
1990,LA,Coal,35713374,0,35713374
1990,LA,Hydroelectric Conventional,0,1312984,1312984
1990,LA,Natural Gas,78949732,0,78949732
1990,LA,Nuclear,0,28393568,28393568
1990,LA,Other,2585638,0,2585638
1990,LA,Other Biomass,183292,0,183292
1990,LA,Other Gases,881400,0,881400
1990,LA,Petroleum,464196,0,464196
1990,LA,Total,0,152931260,152931260
1990,LA,Wood and Wood Derived Fuels,4447076,0,4447076
1990,MA,Coal,22731786,0,22731786
1990,MA,Hydroelectric Conventional,0,2498484,2498484
1990,MA,Natural Gas,12265404,0,12265404
1990,MA,Nuclear,0,10139240,10139240
1990,MA,Other Biomass,3121030,0,3121030
1990,MA,Other Gases,1660,0,1660
1990,MA,Petroleum,30203584,0,30203584
1990,MA,Pumped Storage,0,-1339166,-1339166
1990,MA,Total,0,79622022,79622022
1990,MA,Wood and Wood Derived Fuels,0,0,0
1990,MD,Coal,47019724,0,47019724
1990,MD,Hydroelectric Conventional,0,4597820,4597820
1990,MD,Natural Gas,3044886,0,3044886
1990,MD,Nuclear,0,2502832,2502832
1990,MD,Other Biomass,742148,0,742148
1990,MD,Other Gases,976394,0,976394
1990,MD,Petroleum,7142544,0,7142544
1990,MD,Total,0,66324584,66324584
1990,MD,Wood and Wood Derived Fuels,298236,0,298236
1990,ME,Coal,906436,0,906436
1990,ME,Hydroelectric Conventional,0,8181072,8181072
1990,ME,Natural Gas,101572,0,101572
1990,ME,Nuclear,0,9721454,9721454
1990,ME,Other Biomass,721596,0,721596
1990,ME,Petroleum,6162200,0,6162200
1990,ME,Total,0,31892028,31892028
1990,ME,Wood and Wood Derived Fuels,6097698,0,6097698
1990,MI,Coal,134133740,0,134133740
1990,MI,Hydroelectric Conventional,0,3255836,3255836
1990,MI,Natural Gas,15675912,0,15675912
1990,MI,Nuclear,0,43221000,43221000
1990,MI,Other Biomass,621684,0,621684
1990,MI,Other Gases,681898,0,681898
1990,MI,Petroleum,1723450,0,1723450
1990,MI,Pumped Storage,0,-1389972,-1389972
1990,MI,Total,0,200119474,200119474
1990,MI,Wood and Wood Derived Fuels,2195926,0,2195926
1990,MN,Coal,56352560,0,56352560
1990,MN,Hydroelectric Conventional,0,1714092,1714092
1990,MN,Natural Gas,1079678,0,1079678
1990,MN,Nuclear,0,24278604,24278604
1990,MN,Other Biomass,969622,0,969622
1990,MN,Petroleum,895628,0,895628
1990,MN,Total,0,86140752,86140752
1990,MN,Wind,0,532,532
1990,MN,Wood and Wood Derived Fuels,850036,0,850036
1990,MO,Coal,97593586,0,97593586
1990,MO,Hydroelectric Conventional,0,4384230,4384230
1990,MO,Natural Gas,624218,0,624218
1990,MO,Nuclear,0,15996078,15996078
1990,MO,Petroleum,180066,0,180066
1990,MO,Pumped Storage,0,-72518,-72518
1990,MO,Total,0,118705660,118705660
1990,MS,Coal,19053054,0,19053054
1990,MS,Natural Gas,11839328,0,11839328
1990,MS,Nuclear,0,14844262,14844262
1990,MS,Petroleum,1477942,0,1477942
1990,MS,Total,0,50402834,50402834
1990,MS,Wood and Wood Derived Fuels,3188248,0,3188248
1990,MT,Coal,30239238,0,30239238
1990,MT,Hydroelectric Conventional,0,21433634,21433634
1990,MT,Natural Gas,110510,0,110510
1990,MT,Petroleum,57964,0,57964
1990,MT,Total,0,52059544,52059544
1990,MT,Wind,0,0,0
1990,MT,Wood and Wood Derived Fuels,218198,0,218198
1990,NC,Coal,99643190,0,99643190
1990,NC,Hydroelectric Conventional,0,13638854,13638854
1990,NC,Natural Gas,406930,0,406930
1990,NC,Nuclear,0,51810638,51810638
1990,NC,Other,406812,0,406812
1990,NC,Other Biomass,52540,0,52540
1990,NC,Petroleum,656050,0,656050
1990,NC,Pumped Storage,0,360092,360092
1990,NC,Total,0,169851534,169851534
1990,NC,Wood and Wood Derived Fuels,2876428,0,2876428
1990,ND,Coal,50378006,0,50378006
1990,ND,Hydroelectric Conventional,0,3422296,3422296
1990,ND,Natural Gas,103126,0,103126
1990,ND,Petroleum,83094,0,83094
1990,ND,Total,0,53986522,53986522
1990,NE,Coal,25322300,0,25322300
1990,NE,Hydroelectric Conventional,0,2280186,2280186
1990,NE,Natural Gas,616130,0,616130
1990,NE,Nuclear,0,15022596,15022596
1990,NE,Petroleum,25962,0,25962
1990,NE,Total,0,43267174,43267174
1990,NH,Coal,5918406,0,5918406
1990,NH,Hydroelectric Conventional,0,3762174,3762174
1990,NH,Natural Gas,0,0,0
1990,NH,Nuclear,0,8161382,8161382
1990,NH,Other Biomass,295048,0,295048
1990,NH,Petroleum,4692986,0,4692986
1990,NH,Total,0,24810392,24810392
1990,NH,Wood and Wood Derived Fuels,1980396,0,1980396
1990,NJ,Coal,14115640,0,14115640
1990,NJ,Hydroelectric Conventional,0,62702,62702
1990,NJ,Natural Gas,13828650,0,13828650
1990,NJ,Nuclear,0,47540774,47540774
1990,NJ,Other Biomass,492116,0,492116
1990,NJ,Petroleum,4189938,0,4189938
1990,NJ,Pumped Storage,0,-299094,-299094
1990,NJ,Total,0,79937668,79937668
1990,NJ,Wood and Wood Derived Fuels,6942,0,6942
1990,NM,Coal,51653856,0,51653856
1990,NM,Hydroelectric Conventional,0,410870,410870
1990,NM,Natural Gas,5476174,0,5476174
1990,NM,Other Biomass,28256,0,28256
1990,NM,Petroleum,71252,0,71252
1990,NM,Total,0,57640408,57640408
1990,NV,Coal,30106554,0,30106554
1990,NV,Geothermal,1522384,0,1522384
1990,NV,Hydroelectric Conventional,0,3470162,3470162
1990,NV,Natural Gas,4434054,0,4434054
1990,NV,Petroleum,568216,0,568216
1990,NV,Total,0,40101370,40101370
1990,NY,Coal,51826094,0,51826094
1990,NY,Hydroelectric Conventional,0,56376444,56376444
1990,NY,Natural Gas,45448670,0,45448670
1990,NY,Nuclear,0,47246712,47246712
1990,NY,Other Biomass,3137958,0,3137958
1990,NY,Other Gases,178068,0,178068
1990,NY,Petroleum,67769710,0,67769710
1990,NY,Pumped Storage,0,-2108190,-2108190
1990,NY,Total,0,270691384,270691384
1990,NY,Wood and Wood Derived Fuels,815918,0,815918
1990,OH,Coal,231665300,0,231665300
1990,OH,Hydroelectric Conventional,0,362790,362790
1990,OH,Natural Gas,483170,0,483170
1990,OH,Nuclear,0,21327794,21327794
1990,OH,Other Biomass,608570,0,608570
1990,OH,Other Gases,128318,0,128318
1990,OH,Petroleum,748962,0,748962
1990,OH,Total,0,255961054,255961054
1990,OH,Wood and Wood Derived Fuels,636150,0,636150
1990,OK,Coal,51310694,0,51310694
1990,OK,Hydroelectric Conventional,0,5461188,5461188
1990,OK,Natural Gas,36473532,0,36473532
1990,OK,Other Biomass,3560,0,3560
1990,OK,Other Gases,177940,0,177940
1990,OK,Petroleum,153894,0,153894
1990,OK,Pumped Storage,0,39528,39528
1990,OK,Total,0,94158262,94158262
1990,OK,Wood and Wood Derived Fuels,537926,0,537926
1990,OR,Coal,2634688,0,2634688
1990,OR,Hydroelectric Conventional,0,82480734,82480734
1990,OR,Natural Gas,1638656,0,1638656
1990,OR,Nuclear,0,12147592,12147592
1990,OR,Other Biomass,180974,0,180974
1990,OR,Petroleum,55554,0,55554
1990,OR,Total,0,100744472,100744472
1990,OR,Wind,0,1078,1078
1990,OR,Wood and Wood Derived Fuels,1605196,0,1605196
1990,PA,Coal,213354310,0,213354310
1990,PA,Hydroelectric Conventional,0,5738384,5738384
1990,PA,Natural Gas,5667764,0,5667764
1990,PA,Nuclear,0,115574102,115574102
1990,PA,Other,1464,0,1464
1990,PA,Other Biomass,600218,0,600218
1990,PA,Other Gases,1683208,0,1683208
1990,PA,Petroleum,9309044,0,9309044
1990,PA,Pumped Storage,0,-1758498,-1758498
1990,PA,Total,0,351246622,351246622
1990,PA,Wood and Wood Derived Fuels,1076626,0,1076626
1990,RI,Coal,0,0,0
1990,RI,Hydroelectric Conventional,0,19892,19892
1990,RI,Natural Gas,1753886,0,1753886
1990,RI,Other Biomass,69512,0,69512
1990,RI,Petroleum,371342,0,371342
1990,RI,Total,0,2214632,2214632
1990,SC,Coal,46823734,0,46823734
1990,SC,Hydroelectric Conventional,0,6596132,6596132
1990,SC,Natural Gas,1575070,0,1575070
1990,SC,Nuclear,0,85761338,85761338
1990,SC,Other Biomass,99122,0,99122
1990,SC,Petroleum,345150,0,345150
1990,SC,Pumped Storage,0,-1012778,-1012778
1990,SC,Total,0,142726348,142726348
1990,SC,Wood and Wood Derived Fuels,2538580,0,2538580
1990,SD,Coal,4945028,0,4945028
1990,SD,Hydroelectric Conventional,0,7868804,7868804
1990,SD,Natural Gas,24816,0,24816
1990,SD,Petroleum,16298,0,16298
1990,SD,Total,0,12854946,12854946
1990,TN,Coal,103651212,0,103651212
1990,TN,Hydroelectric Conventional,0,20030726,20030726
1990,TN,Natural Gas,448292,0,448292
1990,TN,Nuclear,0,28005182,28005182
1990,TN,Other,90000,0,90000
1990,TN,Other Biomass,89838,0,89838
1990,TN,Other Gases,8420,0,8420
1990,TN,Petroleum,274134,0,274134
1990,TN,Pumped Storage,0,-956302,-956302
1990,TN,Total,0,152375218,152375218
1990,TN,Wood and Wood Derived Fuels,733716,0,733716
1990,TX,Coal,241842792,0,241842792
1990,TX,Hydroelectric Conventional,0,3587250,3587250
1990,TX,Natural Gas,272468650,0,272468650
1990,TX,Nuclear,0,31718516,31718516
1990,TX,Other,977462,0,977462
1990,TX,Other Biomass,666264,0,666264
1990,TX,Other Gases,5995018,0,5995018
1990,TX,Petroleum,3655606,0,3655606
1990,TX,Solar Thermal and Photovoltaic,0,770,770
1990,TX,Total,0,563119270,563119270
1990,TX,Wood and Wood Derived Fuels,2206942,0,2206942
1990,UT,Coal,63045852,0,63045852
1990,UT,Geothermal,303650,0,303650
1990,UT,Hydroelectric Conventional,0,1016886,1016886
1990,UT,Natural Gas,292976,0,292976
1990,UT,Other Gases,364010,0,364010
1990,UT,Petroleum,103704,0,103704
1990,UT,Pumped Storage,0,0,0
1990,UT,Total,0,65127078,65127078
1990,VA,Coal,47799804,0,47799804
1990,VA,Hydroelectric Conventional,0,2618998,2618998
1990,VA,Natural Gas,2269618,0,2269618
1990,VA,Nuclear,0,47640304,47640304
1990,VA,Other Biomass,1241588,0,1241588
1990,VA,Petroleum,2876528,0,2876528
1990,VA,Pumped Storage,0,-1667338,-1667338
1990,VA,Solar Thermal and Photovoltaic,0,68,68
1990,VA,Total,0,105128916,105128916
1990,VA,Wood and Wood Derived Fuels,2349346,0,2349346
1990,VT,Hydroelectric Conventional,0,2730062,2730062
1990,VT,Natural Gas,130562,0,130562
1990,VT,Nuclear,0,7232536,7232536
1990,VT,Petroleum,5086,0,5086
1990,VT,Total,0,10328216,10328216
1990,VT,Wind,0,0,0
1990,VT,Wood and Wood Derived Fuels,229970,0,229970
1990,WA,Coal,14780558,0,14780558
1990,WA,Hydroelectric Conventional,0,174933416,174933416
1990,WA,Natural Gas,576116,0,576116
1990,WA,Nuclear,0,11484054,11484054
1990,WA,Other,7500,0,7500
1990,WA,Other Biomass,12998,0,12998
1990,WA,Other Gases,16920,0,16920
1990,WA,Petroleum,85962,0,85962
1990,WA,Pumped Storage,0,0,0
1990,WA,Total,0,204143066,204143066
1990,WA,Wood and Wood Derived Fuels,2245542,0,2245542
1990,WI,Coal,66337882,0,66337882
1990,WI,Hydroelectric Conventional,0,4028824,4028824
1990,WI,Natural Gas,694408,0,694408
1990,WI,Nuclear,0,22451826,22451826
1990,WI,Other Biomass,299540,0,299540
1990,WI,Petroleum,358914,0,358914
1990,WI,Total,0,95537714,95537714
1990,WI,Wind,0,88,88
1990,WI,Wood and Wood Derived Fuels,1366232,0,1366232
1990,WV,Coal,155286732,0,155286732
1990,WV,Hydroelectric Conventional,0,2590102,2590102
1990,WV,Natural Gas,180126,0,180126
1990,WV,Other,22414,0,22414
1990,WV,Other Gases,348364,0,348364
1990,WV,Petroleum,651350,0,651350
1990,WV,Total,0,159079088,159079088
1990,WY,Coal,77816934,0,77816934
1990,WY,Hydroelectric Conventional,0,1289226,1289226
1990,WY,Natural Gas,536404,0,536404
1990,WY,Other,90792,0,90792
1990,WY,Other Gases,17284,0,17284
1990,WY,Petroleum,98410,0,98410
1990,WY,Total,0,79949930,79949930
1990,WY,Wood and Wood Derived Fuels,100880,0,100880
1991,AK,Coal,1041028,0,1041028
1991,AK,Hydroelectric Conventional,0,1792226,1792226
1991,AK,Natural Gas,6638790,0,6638790
1991,AK,Petroleum,1026850,0,1026850
1991,AK,Total,0,10779656,10779656
1991,AK,Wind,0,0,0
1991,AK,Wood and Wood Derived Fuels,280762,0,280762
1991,AL,Coal,116445684,0,116445684
1991,AL,Hydroelectric Conventional,0,21515446,21515446
1991,AL,Natural Gas,2445000,0,2445000
1991,AL,Nuclear,0,31749274,31749274
1991,AL,Other Biomass,62660,0,62660
1991,AL,Other Gases,586412,0,586412
1991,AL,Petroleum,335648,0,335648
1991,AL,Total,0,177573224,177573224
1991,AL,Wood and Wood Derived Fuels,4433100,0,4433100
1991,AR,Coal,39289424,0,39289424
1991,AR,Hydroelectric Conventional,0,7093932,7093932
1991,AR,Natural Gas,6649772,0,6649772
1991,AR,Nuclear,0,25323586,25323586
1991,AR,Other Biomass,33226,0,33226
1991,AR,Petroleum,136514,0,136514
1991,AR,Pumped Storage,0,28206,28206
1991,AR,Total,0,81302488,81302488
1991,AR,Wood and Wood Derived Fuels,2747828,0,2747828
1991,AZ,Coal,65115496,0,65115496
1991,AZ,Hydroelectric Conventional,0,13471080,13471080
1991,AZ,Natural Gas,4452776,0,4452776
1991,AZ,Nuclear,0,50191552,50191552
1991,AZ,Petroleum,234798,0,234798
1991,AZ,Pumped Storage,0,725824,725824
1991,AZ,Total,0,134405102,134405102
1991,AZ,Wood and Wood Derived Fuels,213576,0,213576
1991,CA,Coal,5264838,0,5264838
1991,CA,Geothermal,29569592,0,29569592
1991,CA,Hydroelectric Conventional,0,43914128,43914128
1991,CA,Natural Gas,148012320,0,148012320
1991,CA,Nuclear,0,63083598,63083598
1991,CA,Other,10224,0,10224
1991,CA,Other Biomass,4942800,0,4942800
1991,CA,Other Gases,3956806,0,3956806
1991,CA,Petroleum,3940238,0,3940238
1991,CA,Pumped Storage,0,199720,199720
1991,CA,Solar Thermal and Photovoltaic,0,942722,942722
1991,CA,Total,0,317895284,317895284
1991,CA,Wind,0,5829010,5829010
1991,CA,Wood and Wood Derived Fuels,8229288,0,8229288
1991,CO,Coal,58268020,0,58268020
1991,CO,Hydroelectric Conventional,0,3588580,3588580
1991,CO,Natural Gas,2629362,0,2629362
1991,CO,Other Biomass,117664,0,117664
1991,CO,Petroleum,75820,0,75820
1991,CO,Pumped Storage,0,-36260,-36260
1991,CO,Total,0,64643186,64643186
1991,CT,Coal,7266854,0,7266854
1991,CT,Hydroelectric Conventional,0,866676,866676
1991,CT,Natural Gas,3143712,0,3143712
1991,CT,Nuclear,0,24485822,24485822
1991,CT,Other,0,0,0
1991,CT,Other Biomass,2325242,0,2325242
1991,CT,Other Gases,5292,0,5292
1991,CT,Petroleum,15986448,0,15986448
1991,CT,Pumped Storage,0,-7112,-7112
1991,CT,Total,0,54072934,54072934
1991,DC,Coal,0,0,0
1991,DC,Petroleum,359628,0,359628
1991,DC,Total,0,359628,359628
1991,DE,Coal,9641518,0,9641518
1991,DE,Natural Gas,2220472,0,2220472
1991,DE,Other,12630,0,12630
1991,DE,Other Gases,0,0,0
1991,DE,Petroleum,3801644,0,3801644
1991,DE,Total,0,15676264,15676264
1991,FL,Coal,124026968,0,124026968
1991,FL,Hydroelectric Conventional,0,526132,526132
1991,FL,Natural Gas,39517620,0,39517620
1991,FL,Nuclear,0,41015138,41015138
1991,FL,Other,3835078,0,3835078
1991,FL,Other Biomass,4519684,0,4519684
1991,FL,Other Gases,20584,0,20584
1991,FL,Petroleum,61199918,0,61199918
1991,FL,Total,0,278833378,278833378
1991,FL,Wood and Wood Derived Fuels,4172256,0,4172256
1991,GA,Coal,122068144,0,122068144
1991,GA,Hydroelectric Conventional,0,8464116,8464116
1991,GA,Natural Gas,1619652,0,1619652
1991,GA,Nuclear,0,52032046,52032046
1991,GA,Other,862,0,862
1991,GA,Other Biomass,131576,0,131576
1991,GA,Petroleum,1082064,0,1082064
1991,GA,Pumped Storage,0,864582,864582
1991,GA,Total,0,192346262,192346262
1991,GA,Wood and Wood Derived Fuels,6083220,0,6083220
1991,HI,Coal,15224,0,15224
1991,HI,Hydroelectric Conventional,0,141976,141976
1991,HI,Other Biomass,1646164,0,1646164
1991,HI,Other Gases,102958,0,102958
1991,HI,Petroleum,15428906,0,15428906
1991,HI,Total,0,17406470,17406470
1991,HI,Wind,0,71242,71242
1991,IA,Coal,53513542,0,53513542
1991,IA,Hydroelectric Conventional,0,1802222,1802222
1991,IA,Natural Gas,776008,0,776008
1991,IA,Nuclear,0,8293622,8293622
1991,IA,Other Biomass,50534,0,50534
1991,IA,Petroleum,99784,0,99784
1991,IA,Total,0,64535712,64535712
1991,ID,Coal,32718,0,32718
1991,ID,Hydroelectric Conventional,0,17490558,17490558
1991,ID,Natural Gas,214486,0,214486
1991,ID,Other,123896,0,123896
1991,ID,Other Biomass,19568,0,19568
1991,ID,Petroleum,722,0,722
1991,ID,Total,0,18857238,18857238
1991,ID,Wood and Wood Derived Fuels,975290,0,975290
1991,IL,Coal,110120340,0,110120340
1991,IL,Hydroelectric Conventional,0,268914,268914
1991,IL,Natural Gas,3471740,0,3471740
1991,IL,Nuclear,0,143732182,143732182
1991,IL,Other Biomass,364110,0,364110
1991,IL,Other Gases,770762,0,770762
1991,IL,Petroleum,1820220,0,1820220
1991,IL,Total,0,260548690,260548690
1991,IL,Wood and Wood Derived Fuels,422,0,422
1991,IN,Coal,194914454,0,194914454
1991,IN,Hydroelectric Conventional,0,798102,798102
1991,IN,Natural Gas,2909496,0,2909496
1991,IN,Other Biomass,66228,0,66228
1991,IN,Other Gases,4215612,0,4215612
1991,IN,Petroleum,1058706,0,1058706
1991,IN,Total,0,203962598,203962598
1991,KS,Coal,46870016,0,46870016
1991,KS,Hydroelectric Conventional,0,21134,21134
1991,KS,Natural Gas,6531058,0,6531058
1991,KS,Nuclear,0,11717226,11717226
1991,KS,Petroleum,121968,0,121968
1991,KS,Total,0,65261486,65261486
1991,KS,Wind,0,84,84
1991,KY,Coal,143427702,0,143427702
1991,KY,Hydroelectric Conventional,0,7315602,7315602
1991,KY,Natural Gas,43742,0,43742
1991,KY,Petroleum,223116,0,223116
1991,KY,Total,0,151010162,151010162
1991,LA,Coal,37936958,0,37936958
1991,LA,Hydroelectric Conventional,0,1312984,1312984
1991,LA,Natural Gas,72726762,0,72726762
1991,LA,Nuclear,0,27912392,27912392
1991,LA,Other,3166106,0,3166106
1991,LA,Other Biomass,183322,0,183322
1991,LA,Other Gases,1911200,0,1911200
1991,LA,Petroleum,111520,0,111520
1991,LA,Total,0,149945386,149945386
1991,LA,Wood and Wood Derived Fuels,4684142,0,4684142
1991,MA,Coal,23971186,0,23971186
1991,MA,Hydroelectric Conventional,0,2229858,2229858
1991,MA,Natural Gas,12659724,0,12659724
1991,MA,Nuclear,0,8833222,8833222
1991,MA,Other Biomass,3269302,0,3269302
1991,MA,Other Gases,1600,0,1600
1991,MA,Petroleum,32319650,0,32319650
1991,MA,Pumped Storage,0,-1244960,-1244960
1991,MA,Total,0,82039582,82039582
1991,MD,Coal,45671342,0,45671342
1991,MD,Hydroelectric Conventional,0,2814574,2814574
1991,MD,Natural Gas,3034926,0,3034926
1991,MD,Nuclear,0,18072200,18072200
1991,MD,Other Biomass,673102,0,673102
1991,MD,Other Gases,957408,0,957408
1991,MD,Petroleum,8157012,0,8157012
1991,MD,Total,0,79701768,79701768
1991,MD,Wood and Wood Derived Fuels,321204,0,321204
1991,ME,Coal,1715920,0,1715920
1991,ME,Hydroelectric Conventional,0,7634462,7634462
1991,ME,Natural Gas,98202,0,98202
1991,ME,Nuclear,0,12528732,12528732
1991,ME,Other Biomass,768838,0,768838
1991,ME,Petroleum,4304418,0,4304418
1991,ME,Total,0,34689566,34689566
1991,ME,Wood and Wood Derived Fuels,7638994,0,7638994
1991,MI,Coal,133756446,0,133756446
1991,MI,Hydroelectric Conventional,0,3503336,3503336
1991,MI,Natural Gas,16998156,0,16998156
1991,MI,Nuclear,0,54042428,54042428
1991,MI,Other,56442,0,56442
1991,MI,Other Biomass,1009956,0,1009956
1991,MI,Other Gases,435658,0,435658
1991,MI,Petroleum,1317134,0,1317134
1991,MI,Pumped Storage,0,-1591570,-1591570
1991,MI,Total,0,211956248,211956248
1991,MI,Wood and Wood Derived Fuels,2428262,0,2428262
1991,MN,Coal,53567626,0,53567626
1991,MN,Hydroelectric Conventional,0,2074184,2074184
1991,MN,Natural Gas,1607880,0,1607880
1991,MN,Nuclear,0,24118110,24118110
1991,MN,Other Biomass,879622,0,879622
1991,MN,Petroleum,1167394,0,1167394
1991,MN,Total,0,84264220,84264220
1991,MN,Wind,0,474,474
1991,MN,Wood and Wood Derived Fuels,848930,0,848930
1991,MO,Coal,96423384,0,96423384
1991,MO,Hydroelectric Conventional,0,2238778,2238778
1991,MO,Natural Gas,2186002,0,2186002
1991,MO,Nuclear,0,19958742,19958742
1991,MO,Petroleum,238290,0,238290
1991,MO,Pumped Storage,0,-95744,-95744
1991,MO,Total,0,120949452,120949452
1991,MS,Coal,17580530,0,17580530
1991,MS,Natural Gas,11437872,0,11437872
1991,MS,Nuclear,0,18265866,18265866
1991,MS,Petroleum,792376,0,792376
