Year,State,Energy Source,"Sum of CO2
(Metric Tons)","Sum of SO2
(Metric Tons)","Sum of NOx
(Metric Tons)"
2016,OH,Other,73266,784,96
2016,OH,Other Biomass,0,4,12760
2016,OH,Other Gases,0,32,7058
2016,OH,Petroleum,4529752,50040,5730
2016,OH,Wood and Wood Derived Fuels,0,3408,1034
2016,OK,All Sources,74211244,99578,53946
2016,OK,Coal,42239264,92990,30332
2016,OK,Natural Gas,31602622,152,21012
2016,OK,Other,341570,16,344
2016,OK,Other Biomass,0,54,866
2016,OK,Petroleum,27788,50,38
2016,OK,Wood and Wood Derived Fuels,0,6316,1354
2016,OR,All Sources,16413714,15992,24216
2016,OR,Coal,3779112,6646,3404
2016,OR,Geothermal,9666,0,0
2016,OR,Natural Gas,12483926,92,9896
2016,OR,Other,133770,4,126
2016,OR,Other Biomass,0,4,7740
2016,OR,Petroleum,7240,10,4
2016,OR,Wood and Wood Derived Fuels,0,9236,3046
2016,PA,All Sources,170082606,199078,174104
2016,PA,Coal,109226496,188706,127338
2016,PA,Natural Gas,57290956,338,19480
